3	130479517	140335749	6	72093163	81087121	-	sorAra	sunEtr
3	140345747	143869502	6	68996359	72088268	-	sorAra	sunEtr
3	143874987	145930800	6	67228478	68996093	-	sorAra	sunEtr
3	145956743	152864397	19	224399	6598404	-	sorAra	sunEtr
3	153557636	156938245	8	29877478	33008251	-	sorAra	sunEtr
3	156939190	176132559	8	9812687	28596097	-	sorAra	sunEtr
3	176132559	179719695	8	4114230	7580817	+	sorAra	sunEtr
3	179735047	181407886	8	7599207	9211801	+	sorAra	sunEtr
3	181408606	183369570	8	2707369	4103054	-	sorAra	sunEtr
3	183377221	186025706	20	41754598	44271784	+	sorAra	sunEtr
3	187093600	193421857	1	153982950	160886472	+	sorAra	sunEtr
3	193426920	199567530	1	160919553	167521301	-	sorAra	sunEtr
3	199567530	220265616	1	167522437	190483710	+	sorAra	sunEtr
3	221098232	222803719	1	190609468	192577335	-	sorAra	sunEtr
3	223531344	234054883	1	192562381	203485411	+	sorAra	sunEtr
3	234495198	239558283	1	203493203	208182128	+	sorAra	sunEtr
6	994625	32359994	14	1211076	37660343	+	sorAra	sunEtr
6	32363292	44526633	4	155060780	168485076	+	sorAra	sunEtr
6	45658563	47140082	12	8527742	10157054	-	sorAra	sunEtr
6	47141133	48558375	4	153348986	154960812	-	sorAra	sunEtr
6	48972629	52645287	11	4552864	7624869	-	sorAra	sunEtr
6	52654522	56288258	11	97674	3038769	-	sorAra	sunEtr
6	56454317	57779578	11	3089635	4547782	+	sorAra	sunEtr
6	58288346	60780272	11	8421066	10698983	+	sorAra	sunEtr
6	63528561	71447506	11	12043156	17879597	-	sorAra	sunEtr
6	71656306	79388300	7	87843571	94460956	+	sorAra	sunEtr
6	79559853	83991621	11	104756241	109205687	+	sorAra	sunEtr
6	84296200	90342601	4	10475247	16503997	+	sorAra	sunEtr
6	90367046	92807795	4	8133614	10454618	-	sorAra	sunEtr
6	92816707	95307033	4	4193404	6396851	+	sorAra	sunEtr
6	95334939	96915258	4	6459081	8001433	+	sorAra	sunEtr
6	96916157	100231697	4	192774	3888181	-	sorAra	sunEtr
6	100271038	168938940	9	49375633	115857676	+	sorAra	sunEtr
1	624666	9608495	5	10751114	21454219	-	sorAra	sunEtr
1	11021667	21283160	5	223487	10706350	+	sorAra	sunEtr
1	21678922	35120368	1	71112411	85786700	-	sorAra	sunEtr
1	35129188	37009023	1	22551993	24644542	-	sorAra	sunEtr
1	37122643	65840940	1	33007790	63860218	-	sorAra	sunEtr
1	65840940	72464457	1	63864238	71046517	+	sorAra	sunEtr
1	72476365	76602734	3	82237681	86404555	-	sorAra	sunEtr
1	76639555	78688047	1	20215142	21911466	-	sorAra	sunEtr
1	79227041	81509533	3	68458476	70366257	+	sorAra	sunEtr
1	81755472	93842306	3	70403357	82238107	+	sorAra	sunEtr
1	93944426	99698016	9	34574565	39033924	-	sorAra	sunEtr
1	99750010	111383030	2	79862773	92684584	-	sorAra	sunEtr
1	111436453	119640139	2	70746454	79788870	-	sorAra	sunEtr
1	119640139	124292627	2	95201651	100329766	-	sorAra	sunEtr
1	124301057	173237273	2	100483557	153658580	+	sorAra	sunEtr
1	174219285	175354571	6	136081845	137191536	+	sorAra	sunEtr
1	175406638	190685414	2	153678504	168927010	-	sorAra	sunEtr
1	192289958	194719306	2	92691713	95152708	+	sorAra	sunEtr
1	194761204	196748260	8	122940099	124746671	-	sorAra	sunEtr
1	196753307	199043344	17	74353361	76762405	-	sorAra	sunEtr
1	199577218	217711821	5	35172144	53222278	-	sorAra	sunEtr
1	218347453	221694542	8	54195213	58202288	+	sorAra	sunEtr
1	221697153	223618554	8	62638882	65031885	-	sorAra	sunEtr
1	223652836	225122560	8	60716115	62633583	-	sorAra	sunEtr
1	225134264	227220914	8	37742887	39750033	-	sorAra	sunEtr
1	227259331	229302243	8	35769217	37703730	-	sorAra	sunEtr
1	229345747	230746213	10	49857047	51190807	+	sorAra	sunEtr
1	230941194	235092726	8	50206281	54839698	-	sorAra	sunEtr
1	235092894	236455416	8	48564967	50206117	-	sorAra	sunEtr
1	236456950	243711477	8	39750427	48562803	-	sorAra	sunEtr
1	244127059	245435134	8	58214838	60161612	-	sorAra	sunEtr
1	245439269	299111433	8	65051649	122977553	+	sorAra	sunEtr
1	299940724	319804822	4	102248275	124444085	+	sorAra	sunEtr
1	319846700	329885292	4	126381506	137391833	-	sorAra	sunEtr
1	329893319	331597289	4	124601470	126229730	+	sorAra	sunEtr
1	331665683	346928527	4	138030445	153455477	-	sorAra	sunEtr
1	347750919	349350966	12	1508	1828839	-	sorAra	sunEtr
1	349708014	358995600	10	103167140	113061116	-	sorAra	sunEtr
1	359925095	361842253	13	3107533	4731814	-	sorAra	sunEtr
1	361908773	368255210	10	96186211	103142435	-	sorAra	sunEtr
1	368760906	378397718	13	5233443	15140952	-	sorAra	sunEtr
1	378816872	388121819	1	85801702	95798537	-	sorAra	sunEtr
1	388156900	441708990	1	96533396	152851688	+	sorAra	sunEtr
1	441743824	450849547	1	14022786	20050134	-	sorAra	sunEtr
7	1689365	2973535	18	31294175	32385899	+	sorAra	sunEtr
7	9488964	11819724	15	45283987	46483876	+	sorAra	sunEtr
7	14035401	34563673	3	45586822	64692935	+	sorAra	sunEtr
7	35544252	38165702	3	64728896	67358559	-	sorAra	sunEtr
7	38332433	40121210	3	86617355	88450017	-	sorAra	sunEtr
7	40139569	77569181	3	88587083	129279031	+	sorAra	sunEtr
10	45669	5854994	5	25371630	31296671	+	sorAra	sunEtr
10	5884879	17813379	11	92708972	104754009	+	sorAra	sunEtr
10	18763357	29785718	11	62509951	73365577	-	sorAra	sunEtr
10	29785718	44573160	11	42144033	59790297	+	sorAra	sunEtr
10	44624527	46569685	11	59909043	62462278	+	sorAra	sunEtr
10	46570323	67057968	11	18064775	42113369	-	sorAra	sunEtr
4	145816	2478289	7	83982073	87828048	+	sorAra	sunEtr
4	2478289	4429325	20	39355722	41748728	-	sorAra	sunEtr
4	4438756	6943768	20	36570999	39354431	-	sorAra	sunEtr
4	6949569	38650792	20	411612	34649792	-	sorAra	sunEtr
4	38666045	40250923	10	52491616	54340744	+	sorAra	sunEtr
4	40869428	54609091	7	116926200	131882766	+	sorAra	sunEtr
4	54626543	71709614	7	98507126	116923155	-	sorAra	sunEtr
4	75592530	81359015	18	494706	6398238	+	sorAra	sunEtr
4	81377252	87459870	18	10355724	16535899	-	sorAra	sunEtr
4	88436400	90464429	7	77912519	80148117	-	sorAra	sunEtr
4	91795620	106022255	7	62447121	77593001	-	sorAra	sunEtr
4	106781339	115585732	4	49921768	57592174	-	sorAra	sunEtr
4	115601029	157063737	4	57612333	102217797	+	sorAra	sunEtr
4	157083525	159072845	12	4697347	7306958	-	sorAra	sunEtr
4	159160002	176572518	15	514	19341092	+	sorAra	sunEtr
4	177020691	186387217	18	16571817	26719169	-	sorAra	sunEtr
4	186387217	190078610	18	6535191	10354187	+	sorAra	sunEtr
4	190078911	191303443	12	7416225	8518478	+	sorAra	sunEtr
4	191327728	195742655	15	75163889	79529810	-	sorAra	sunEtr
4	195742899	204133674	15	66927274	75163642	-	sorAra	sunEtr
4	204240868	211157562	15	58789543	66734230	+	sorAra	sunEtr
4	212435768	215274850	15	54205018	57142118	-	sorAra	sunEtr
4	215277501	222928175	2	5147054	13006090	-	sorAra	sunEtr
2	69	11762069	18	54283482	63802878	-	sorAra	sunEtr
2	11787744	15494458	18	50029305	53799859	+	sorAra	sunEtr
2	15988494	34202997	18	32404310	50841195	-	sorAra	sunEtr
2	34237387	36911491	1	5857998	8166771	-	sorAra	sunEtr
2	37278968	40052604	1	3448429	5857998	-	sorAra	sunEtr
2	40138988	41647739	3	137301907	138756388	-	sorAra	sunEtr
2	41668240	43217432	3	139672666	141268836	+	sorAra	sunEtr
2	43262794	47107859	3	147909254	152072177	-	sorAra	sunEtr
2	47264090	49716325	4	47607107	49582143	+	sorAra	sunEtr
2	50102301	52299128	13	97047296	99655561	-	sorAra	sunEtr
2	53289515	84818580	10	34466	34069749	+	sorAra	sunEtr
2	84824594	92644384	10	39769763	48432841	+	sorAra	sunEtr
2	92670749	105512226	19	30557028	43567210	-	sorAra	sunEtr
2	105567871	110610226	5	101688344	109068598	-	sorAra	sunEtr
2	110741148	127386425	5	135932503	153740998	+	sorAra	sunEtr
2	128141803	130547740	5	155073510	156776740	+	sorAra	sunEtr
2	132121166	134297994	13	25444366	27143747	+	sorAra	sunEtr
2	134302803	136653039	13	28118176	30375027	-	sorAra	sunEtr
2	137907774	147781863	13	30386511	40032112	+	sorAra	sunEtr
2	147897510	199943172	13	40048592	92705911	-	sorAra	sunEtr
2	199955187	203156374	13	93820701	97059237	+	sorAra	sunEtr
2	203209172	204851951	6	115173900	117099959	+	sorAra	sunEtr
2	208351586	211312895	2	14478960	17927679	+	sorAra	sunEtr
2	212327374	217748200	11	86917447	92701620	-	sorAra	sunEtr
2	217749270	228931810	11	74719376	86916973	-	sorAra	sunEtr
2	228939190	230283155	11	73376453	74710972	-	sorAra	sunEtr
2	231299634	235133507	15	88969298	93221720	-	sorAra	sunEtr
2	235189134	240285506	15	85417015	88968299	-	sorAra	sunEtr
2	243020913	245044673	15	82310608	84301900	+	sorAra	sunEtr
2	245840879	247330325	15	79943707	80801775	+	sorAra	sunEtr
2	247423191	262606792	6	117512190	135005989	+	sorAra	sunEtr
2	262643066	263893947	8	1333327	2691798	+	sorAra	sunEtr
2	264149141	265150377	7	12806976	14075633	-	sorAra	sunEtr
2	265177261	266512176	6	65395721	67129552	-	sorAra	sunEtr
2	266555603	275659674	13	15161863	25430036	-	sorAra	sunEtr
2	275688732	291662509	6	96858039	114547917	+	sorAra	sunEtr
2	291675748	306485934	6	81111108	96817832	-	sorAra	sunEtr
2	306497377	316408059	6	55401545	64887614	+	sorAra	sunEtr
2	317699515	320806202	7	4197291	6349313	+	sorAra	sunEtr
2	321945966	329865672	3	129304136	137261783	-	sorAra	sunEtr
2	329865672	333716295	3	143169604	147561028	-	sorAra	sunEtr
2	333730996	335509109	3	141270578	143156758	-	sorAra	sunEtr
2	335509769	351912541	3	152229089	170907462	+	sorAra	sunEtr
2	351962934	353225984	2	169006671	170858126	-	sorAra	sunEtr
2	355511842	381027481	10	54967011	83178746	-	sorAra	sunEtr
8	77026	1684000	14	37820211	39727111	-	sorAra	sunEtr
8	1684000	34793290	14	39728876	74695226	-	sorAra	sunEtr
8	35044853	54618264	14	75623308	95224819	+	sorAra	sunEtr
8	56084558	57212187	14	96881745	97704719	-	sorAra	sunEtr
8	57626416	71220267	19	13255809	26979009	-	sorAra	sunEtr
5	35977	52643242	6	899257	55383258	+	sorAra	sunEtr
5	52658955	82890416	4	16539575	47283441	+	sorAra	sunEtr
5	83198743	87958733	10	34236334	39546229	-	sorAra	sunEtr
5	88262604	91279549	19	26985069	30553726	-	sorAra	sunEtr
5	91453250	97599260	19	6544814	13036952	+	sorAra	sunEtr
5	97713179	99564998	7	94464178	95997825	+	sorAra	sunEtr
5	99602286	109963325	17	499154	10410177	-	sorAra	sunEtr
5	110328193	114043804	18	27346605	31156768	-	sorAra	sunEtr
5	114343065	118086315	9	8799873	12908435	-	sorAra	sunEtr
5	118223379	121665481	9	14477496	18602186	-	sorAra	sunEtr
5	121666197	135415661	9	18738720	33795532	+	sorAra	sunEtr
5	135435850	137358277	7	9982000	11893991	-	sorAra	sunEtr
5	137366999	139135103	7	6361353	8422887	-	sorAra	sunEtr
5	139149396	140375581	7	8458744	9947547	+	sorAra	sunEtr
5	140643659	143074186	7	13449949	16462742	+	sorAra	sunEtr
5	143129415	144692129	16	85214884	86856805	+	sorAra	sunEtr
5	144701471	145706788	10	51358292	52470548	+	sorAra	sunEtr
5	145903983	194373390	16	6237733	58117171	+	sorAra	sunEtr
5	194383467	216514796	16	59351354	84987014	+	sorAra	sunEtr
11	348089	59554872	17	10185482	72478347	-	sorAra	sunEtr
