t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000179085	ENST00000341298	reg_5019	ENST00000341298.59	one2one
ENSG00000135637	ENST00000290418	reg_6018	ENST00000290418.40	one2one
ENSG00000135637	ENST00000393965	reg_6018	ENST00000393965.40	one2one
ENSG00000196950	ENST00000409086	reg_13951	ENST00000409086.2	one2one
ENSG00000196950	ENST00000359634	reg_13951	ENST00000359634.2	one2one
ENSG00000196367	ENST00000355540	reg_16560	ENST00000355540.117	one2one
ENSG00000196367	ENST00000359863	reg_16560	ENST00000359863.117	one2one
ENSG00000196367	ENST00000628380	reg_16560	ENST00000628380.117	one2one
ENSG00000196367	ENST00000456197	reg_16560	ENST00000456197.117	one2one
ENSG00000196367	ENST00000446306	reg_16560	ENST00000446306.117	one2one
ENSG00000197111	ENST00000546463	reg_7797	ENST00000546463.39	one2one
ENSG00000197111	ENST00000549863	reg_7797	ENST00000549863.39	one2one
ENSG00000197111	ENST00000455667	reg_7797	ENST00000455667.39	one2one
ENSG00000197111	ENST00000359282	reg_7797	ENST00000359282.39	one2one
ENSG00000197111	ENST00000552819	reg_7797	ENST00000552819.39	one2one
ENSG00000197111	ENST00000548933	reg_7797	ENST00000548933.39	one2one
ENSG00000197111	ENST00000447282	reg_7797	ENST00000447282.39	one2one
ENSG00000197111	ENST00000437231	reg_7797	ENST00000437231.39	one2one
ENSG00000197111	ENST00000359462	reg_7797	ENST00000359462.39	one2one
ENSG00000197111	ENST00000439930	reg_7797	ENST00000439930.39	one2one
ENSG00000197111	ENST00000552296	reg_7797	ENST00000552296.39	one2one
ENSG00000137145	ENST00000434457	reg_10480	ENST00000434457.6	one2one
ENSG00000137145	ENST00000602925	reg_10480	ENST00000602925.6	one2one
ENSG00000187609	ENST00000340951	reg_13340	ENST00000340951.6	one2one
ENSG00000255713	ENST00000641866	reg_6670	ENST00000641866.37	one2many
ENSG00000255713	ENST00000545221	reg_7513	ENST00000545221.9147	one2many
ENSG00000255713	ENST00000545221	reg_6670	ENST00000545221.37	one2many
ENSG00000161551	ENST00000451628	reg_9530	ENST00000451628.15318	many2many
ENSG00000161551	ENST00000301399	reg_9564	ENST00000301399.19971	many2many
ENSG00000161551	ENST00000301399	reg_9530	ENST00000301399.15318	many2many
ENSG00000161551	ENST00000301399	reg_9138	ENST00000301399.19692	many2many
ENSG00000161551	ENST00000301399	reg_8060	ENST00000301399.31523	many2many
ENSG00000161551	ENST00000301399	reg_9465	ENST00000301399.7646	many2many
ENSG00000161551	ENST00000301399	reg_16896	ENST00000301399.20909	many2many
ENSG00000161551	ENST00000301399	reg_7870	ENST00000301399.23840	many2many
ENSG00000161551	ENST00000301399	reg_9017	ENST00000301399.46794	many2many
ENSG00000161551	ENST00000639636	reg_9284	ENST00000639636.102920	many2many
ENSG00000161551	ENST00000639636	reg_9530	ENST00000639636.15318	many2many
ENSG00000161551	ENST00000639636	reg_9024	ENST00000639636.365759	many2many
ENSG00000161551	ENST00000639636	reg_9465	ENST00000639636.7646	many2many
ENSG00000161551	ENST00000639636	reg_9017	ENST00000639636.46794	many2many
ENSG00000171606	ENST00000345813	reg_9142	ENST00000345813.38	many2many
ENSG00000171606	ENST00000424679	reg_9142	ENST00000424679.38	many2many
ENSG00000171606	ENST00000326804	reg_9142	ENST00000326804.38	many2many
ENSG00000171606	ENST00000617501	reg_9142	ENST00000617501.38	many2many
ENSG00000171606	ENST00000610905	reg_9142	ENST00000610905.38	many2many
ENSG00000196381	ENST00000358582	reg_1472	ENST00000358582.281076	many2many
ENSG00000196381	ENST00000590008	reg_9140	ENST00000590008.66964	many2many
ENSG00000197020	ENST00000608416	reg_2863	ENST00000608416.110077	many2many
ENSG00000171649	ENST00000599456	reg_1562	ENST00000599456.295843	many2many
ENSG00000171649	ENST00000536878	reg_1562	ENST00000536878.295843	many2many
ENSG00000198466	ENST00000339656	reg_9284	ENST00000339656.38	many2many
ENSG00000198466	ENST00000423137	reg_9284	ENST00000423137.38	many2many
ENSG00000189164	ENST00000436120	reg_9024	ENST00000436120.38	many2many
ENSG00000198185	ENST00000457685	reg_2639	ENST00000457685.6273	many2many
ENSG00000198185	ENST00000347606	reg_9140	ENST00000347606.28565	many2many
ENSG00000198185	ENST00000347606	reg_2639	ENST00000347606.6273	many2many
ENSG00000198185	ENST00000347606	reg_2646	ENST00000347606.8507	many2many
ENSG00000198185	ENST00000347606	reg_16685	ENST00000347606.11223	many2many
ENSG00000198185	ENST00000615481	reg_2646	ENST00000615481.8507	many2many
ENSG00000198185	ENST00000615481	reg_16685	ENST00000615481.11223	many2many
ENSG00000198185	ENST00000615481	reg_9140	ENST00000615481.28565	many2many
ENSG00000198185	ENST00000615481	reg_2639	ENST00000615481.6273	many2many
ENSG00000198185	ENST00000593880	reg_2639	ENST00000593880.6273	many2many
ENSG00000198185	ENST00000593880	reg_2646	ENST00000593880.8507	many2many
ENSG00000221923	ENST00000422689	reg_1650	ENST00000422689.1273785	many2many
ENSG00000196387	ENST00000355557	reg_9530	ENST00000355557.114	many2many
ENSG00000167554	ENST00000613461	reg_2663	ENST00000613461.824818	many2many
ENSG00000167554	ENST00000613461	reg_2663	ENST00000613461.983123	many2many
ENSG00000167554	ENST00000601151	reg_2663	ENST00000601151.983123	many2many
ENSG00000167554	ENST00000601151	reg_2663	ENST00000601151.824818	many2many
ENSG00000197302	ENST00000398696	reg_9024	ENST00000398696.130460	many2many
ENSG00000197302	ENST00000398696	reg_1614	ENST00000398696.146509	many2many
ENSG00000197302	ENST00000398696	reg_3859	ENST00000398696.70030	many2many
ENSG00000197302	ENST00000398696	reg_9135	ENST00000398696.73238	many2many
ENSG00000197302	ENST00000398696	reg_1495	ENST00000398696.40001	many2many
ENSG00000197302	ENST00000398696	reg_10102	ENST00000398696.15005	many2many
ENSG00000197302	ENST00000316491	reg_1495	ENST00000316491.40001	many2many
ENSG00000197302	ENST00000316491	reg_2663	ENST00000316491.75641	many2many
ENSG00000197302	ENST00000316491	reg_9140	ENST00000316491.99957	many2many
ENSG00000197302	ENST00000316491	reg_2632	ENST00000316491.95044	many2many
ENSG00000197302	ENST00000316491	reg_9252	ENST00000316491.130460	many2many
ENSG00000197302	ENST00000316491	reg_6303	ENST00000316491.335839	many2many
ENSG00000197302	ENST00000316491	reg_9135	ENST00000316491.73238	many2many
ENSG00000197302	ENST00000316491	reg_10102	ENST00000316491.15005	many2many
ENSG00000197302	ENST00000316491	reg_2774	ENST00000316491.143279	many2many
ENSG00000197302	ENST00000316491	reg_9140	ENST00000316491.139470	many2many
ENSG00000197302	ENST00000316491	reg_9530	ENST00000316491.108495	many2many
ENSG00000204524	ENST00000414468	reg_9017	ENST00000414468.38	many2many
ENSG00000131848	ENST00000587340	reg_2573	ENST00000587340.38	many2many
ENSG00000131848	ENST00000587340	reg_2663	ENST00000587340.646002	many2many
ENSG00000105136	ENST00000426954	reg_2120	ENST00000426954.1347679	many2many
ENSG00000105136	ENST00000442920	reg_2120	ENST00000442920.1347679	many2many
ENSG00000171827	ENST00000330173	reg_9252	ENST00000330173.38	many2many
ENSG00000171827	ENST00000586475	reg_9252	ENST00000586475.38	many2many
ENSG00000197123	ENST00000421025	reg_2646	ENST00000421025.12234	many2many
ENSG00000197123	ENST00000421025	reg_2419	ENST00000421025.739823	many2many
ENSG00000197123	ENST00000421025	reg_2646	ENST00000421025.12605	many2many
ENSG00000197123	ENST00000421025	reg_2370	ENST00000421025.89926	many2many
ENSG00000197123	ENST00000421025	reg_1562	ENST00000421025.6644	many2many
ENSG00000197123	ENST00000421025	reg_2497	ENST00000421025.532335	many2many
ENSG00000197123	ENST00000421025	reg_2164	ENST00000421025.168046	many2many
ENSG00000197123	ENST00000421025	reg_9024	ENST00000421025.59837	many2many
ENSG00000197123	ENST00000421025	reg_1186	ENST00000421025.18554	many2many
ENSG00000197123	ENST00000421025	reg_16896	ENST00000421025.55859	many2many
ENSG00000197123	ENST00000421025	reg_2736	ENST00000421025.31873	many2many
ENSG00000197123	ENST00000421025	reg_2120	ENST00000421025.430832	many2many
ENSG00000197123	ENST00000421025	reg_1899	ENST00000421025.105854	many2many
ENSG00000197123	ENST00000421025	reg_2736	ENST00000421025.119329	many2many
ENSG00000197123	ENST00000421025	reg_1869	ENST00000421025.11528	many2many
ENSG00000197123	ENST00000421025	reg_1562	ENST00000421025.6903	many2many
ENSG00000197123	ENST00000421025	reg_1650	ENST00000421025.309145	many2many
ENSG00000197123	ENST00000421025	reg_2364	ENST00000421025.13041	many2many
ENSG00000197123	ENST00000421025	reg_2863	ENST00000421025.108899	many2many
ENSG00000142065	ENST00000270001	reg_2632	ENST00000270001.38	many2many
ENSG00000245680	ENST00000532828	reg_2797	ENST00000532828.38	many2many
ENSG00000197008	ENST00000440155	reg_10102	ENST00000440155.15498	many2many
ENSG00000197008	ENST00000440155	reg_1495	ENST00000440155.44156	many2many
ENSG00000197008	ENST00000437743	reg_10102	ENST00000437743.15498	many2many
ENSG00000196793	ENST00000306006	reg_9252	ENST00000306006.24629	many2many
ENSG00000196793	ENST00000306006	reg_9158	ENST00000306006.9300	many2many
ENSG00000196793	ENST00000306006	reg_9140	ENST00000306006.708874	many2many
ENSG00000196793	ENST00000306006	reg_9274	ENST00000306006.25456	many2many
ENSG00000196793	ENST00000535642	reg_15090	ENST00000535642.101	many2many
ENSG00000196793	ENST00000374446	reg_15090	ENST00000374446.101	many2many
ENSG00000196793	ENST00000426961	reg_15090	ENST00000426961.101	many2many
ENSG00000197050	ENST00000337995	reg_2736	ENST00000337995.536	many2many
ENSG00000196437	ENST00000316950	reg_2639	ENST00000316950.38	many2many
ENSG00000196437	ENST00000448051	reg_2639	ENST00000448051.38	many2many
ENSG00000196437	ENST00000392149	reg_2639	ENST00000392149.38	many2many
ENSG00000184635	ENST00000343769	reg_2639	ENST00000343769.4796	many2many
ENSG00000184635	ENST00000343769	reg_9028	ENST00000343769.24615	many2many
ENSG00000161298	ENST00000435416	reg_2616	ENST00000435416.479	many2many
ENSG00000161298	ENST00000292928	reg_2616	ENST00000292928.479	many2many
ENSG00000161298	ENST00000423582	reg_2616	ENST00000423582.479	many2many
ENSG00000161298	ENST00000439428	reg_2616	ENST00000439428.479	many2many
ENSG00000172687	ENST00000597810	reg_2646	ENST00000597810.4976	many2many
ENSG00000172687	ENST00000597810	reg_9028	ENST00000597810.9933	many2many
ENSG00000172687	ENST00000597810	reg_9252	ENST00000597810.41169	many2many
ENSG00000172687	ENST00000597810	reg_1472	ENST00000597810.40142	many2many
ENSG00000172687	ENST00000597810	reg_9530	ENST00000597810.34373	many2many
ENSG00000172687	ENST00000597810	reg_9325	ENST00000597810.9070	many2many
ENSG00000172687	ENST00000597810	reg_16685	ENST00000597810.34775	many2many
ENSG00000172687	ENST00000597810	reg_2616	ENST00000597810.2435	many2many
ENSG00000172687	ENST00000597810	reg_11961	ENST00000597810.27661	many2many
ENSG00000172687	ENST00000597810	reg_9142	ENST00000597810.13261	many2many
ENSG00000172687	ENST00000597810	reg_10102	ENST00000597810.15707	many2many
ENSG00000172687	ENST00000597810	reg_2658	ENST00000597810.9426	many2many
ENSG00000172687	ENST00000597810	reg_7847	ENST00000597810.38607	many2many
ENSG00000172687	ENST00000597810	reg_2646	ENST00000597810.3554	many2many
ENSG00000172687	ENST00000597810	reg_1495	ENST00000597810.59681	many2many
ENSG00000172687	ENST00000311015	reg_2616	ENST00000311015.2435	many2many
ENSG00000172687	ENST00000311015	reg_1472	ENST00000311015.40142	many2many
ENSG00000172687	ENST00000311015	reg_11961	ENST00000311015.27661	many2many
ENSG00000172687	ENST00000311015	reg_9028	ENST00000311015.9933	many2many
ENSG00000172687	ENST00000311015	reg_7847	ENST00000311015.38607	many2many
ENSG00000172687	ENST00000311015	reg_9142	ENST00000311015.13261	many2many
ENSG00000172687	ENST00000311015	reg_2646	ENST00000311015.3554	many2many
ENSG00000172687	ENST00000311015	reg_9530	ENST00000311015.34373	many2many
ENSG00000172687	ENST00000311015	reg_9325	ENST00000311015.9070	many2many
ENSG00000172687	ENST00000311015	reg_16685	ENST00000311015.34775	many2many
ENSG00000172687	ENST00000311015	reg_1495	ENST00000311015.59681	many2many
ENSG00000172687	ENST00000311015	reg_2658	ENST00000311015.9426	many2many
ENSG00000172687	ENST00000311015	reg_2646	ENST00000311015.4976	many2many
ENSG00000172687	ENST00000311015	reg_9252	ENST00000311015.41169	many2many
ENSG00000172687	ENST00000311015	reg_10102	ENST00000311015.15707	many2many
ENSG00000172687	ENST00000380870	reg_7847	ENST00000380870.38607	many2many
ENSG00000172687	ENST00000380870	reg_2646	ENST00000380870.3554	many2many
ENSG00000172687	ENST00000380870	reg_9325	ENST00000380870.9070	many2many
ENSG00000172687	ENST00000380870	reg_10102	ENST00000380870.15707	many2many
ENSG00000172687	ENST00000380870	reg_11961	ENST00000380870.27661	many2many
ENSG00000172687	ENST00000380870	reg_16685	ENST00000380870.34775	many2many
ENSG00000172687	ENST00000380870	reg_2658	ENST00000380870.9426	many2many
ENSG00000172687	ENST00000380870	reg_2646	ENST00000380870.4976	many2many
ENSG00000172687	ENST00000380870	reg_2616	ENST00000380870.2435	many2many
ENSG00000172687	ENST00000380870	reg_9028	ENST00000380870.9933	many2many
ENSG00000172687	ENST00000380870	reg_2797	ENST00000380870.1936	many2many
ENSG00000172687	ENST00000380870	reg_1472	ENST00000380870.40142	many2many
ENSG00000172687	ENST00000380870	reg_9142	ENST00000380870.13261	many2many
ENSG00000172687	ENST00000380870	reg_9252	ENST00000380870.41169	many2many
ENSG00000172687	ENST00000380870	reg_1495	ENST00000380870.59681	many2many
ENSG00000172687	ENST00000380870	reg_9138	ENST00000380870.346867	many2many
ENSG00000172687	ENST00000380870	reg_9530	ENST00000380870.34373	many2many
ENSG00000121406	ENST00000240719	reg_9138	ENST00000240719.38	many2many
ENSG00000121406	ENST00000376233	reg_9138	ENST00000376233.38	many2many
ENSG00000186020	ENST00000334116	reg_2646	ENST00000334116.38	many2many
ENSG00000186020	ENST00000334116	reg_4589	ENST00000334116.1327582	many2many
ENSG00000186020	ENST00000591340	reg_2646	ENST00000591340.38	many2many
ENSG00000188283	ENST00000352998	reg_9028	ENST00000352998.38	many2many
ENSG00000188283	ENST00000589413	reg_9028	ENST00000589413.38	many2many
ENSG00000188283	ENST00000590503	reg_9028	ENST00000590503.38	many2many
ENSG00000186448	ENST00000344387	reg_16896	ENST00000344387.5	many2many
ENSG00000186448	ENST00000396058	reg_16896	ENST00000396058.5	many2many
ENSG00000125945	ENST00000314011	reg_4589	ENST00000314011.9	many2many
ENSG00000125945	ENST00000374608	reg_4589	ENST00000374608.9	many2many
ENSG00000196357	ENST00000355114	reg_2774	ENST00000355114.38	many2many
ENSG00000196357	ENST00000304116	reg_2774	ENST00000304116.38	many2many
ENSG00000196357	ENST00000392173	reg_2774	ENST00000392173.38	many2many
ENSG00000167635	ENST00000443387	reg_9158	ENST00000443387.38	many2many
ENSG00000167635	ENST00000456324	reg_9158	ENST00000456324.38	many2many
ENSG00000198440	ENST00000333201	reg_2663	ENST00000333201.891	many2many
ENSG00000198440	ENST00000291598	reg_2663	ENST00000291598.891	many2many
ENSG00000018869	ENST00000586929	reg_2663	ENST00000586929.38	many2many
ENSG00000018869	ENST00000301310	reg_2663	ENST00000301310.38	many2many
ENSG00000203326	ENST00000474037	reg_2663	ENST00000474037.684799	many2many
ENSG00000203326	ENST00000474037	reg_16068	ENST00000474037.473320	many2many
ENSG00000203326	ENST00000474037	reg_2483	ENST00000474037.24460	many2many
ENSG00000167562	ENST00000391785	reg_1472	ENST00000391785.851583	many2many
ENSG00000213967	ENST00000322487	reg_2164	ENST00000322487.817214	many2many
ENSG00000213967	ENST00000322487	reg_9284	ENST00000322487.569029	many2many
ENSG00000213967	ENST00000322487	reg_7088	ENST00000322487.1301966	many2many
ENSG00000213967	ENST00000322487	reg_16709	ENST00000322487.1021829	many2many
ENSG00000185869	ENST00000520965	reg_9028	ENST00000520965.838	many2many
ENSG00000185869	ENST00000391711	reg_9028	ENST00000391711.838	many2many
ENSG00000198453	ENST00000455427	reg_2646	ENST00000455427.838	many2many
ENSG00000198453	ENST00000619231	reg_2646	ENST00000619231.838	many2many
ENSG00000198453	ENST00000617745	reg_2646	ENST00000617745.838	many2many
ENSG00000198453	ENST00000333987	reg_2646	ENST00000333987.838	many2many
ENSG00000198453	ENST00000415168	reg_2646	ENST00000415168.838	many2many
ENSG00000164631	ENST00000342651	reg_16685	ENST00000342651.228	many2many
ENSG00000186017	ENST00000424129	reg_2646	ENST00000424129.512466	many2many
ENSG00000186017	ENST00000434377	reg_2646	ENST00000434377.512466	many2many
ENSG00000186017	ENST00000392170	reg_2646	ENST00000392170.512466	many2many
ENSG00000172000	ENST00000586426	reg_2663	ENST00000586426.130901	many2many
ENSG00000172000	ENST00000307635	reg_2663	ENST00000307635.130901	many2many
ENSG00000197808	ENST00000614133	reg_2646	ENST00000614133.38	many2many
ENSG00000197808	ENST00000360357	reg_2646	ENST00000360357.38	many2many
ENSG00000166704	ENST00000341164	reg_2863	ENST00000341164.38	many2many
ENSG00000096654	ENST00000377419	reg_1472	ENST00000377419.53	many2many
ENSG00000096654	ENST00000211936	reg_1472	ENST00000211936.53	many2many
ENSG00000174652	ENST00000651268	reg_1562	ENST00000651268.1268763	many2many
ENSG00000174652	ENST00000592292	reg_1562	ENST00000592292.1268763	many2many
ENSG00000174652	ENST00000588221	reg_1562	ENST00000588221.1268763	many2many
ENSG00000174652	ENST00000590306	reg_1562	ENST00000590306.1268763	many2many
ENSG00000174652	ENST00000592904	reg_1562	ENST00000592904.1268763	many2many
ENSG00000174652	ENST00000588933	reg_1562	ENST00000588933.1268763	many2many
ENSG00000146587	ENST00000396912	reg_11961	ENST00000396912.1725	many2many
ENSG00000146587	ENST00000353796	reg_11961	ENST00000353796.1725	many2many
ENSG00000197016	ENST00000391709	reg_9135	ENST00000391709.38	many2many
ENSG00000197016	ENST00000330619	reg_9135	ENST00000330619.38	many2many
ENSG00000176024	ENST00000391794	reg_7870	ENST00000391794.77361	many2many
ENSG00000176024	ENST00000293471	reg_7870	ENST00000293471.77361	many2many
ENSG00000196150	ENST00000292579	reg_7847	ENST00000292579.127	many2many
ENSG00000196150	ENST00000417550	reg_7847	ENST00000417550.127	many2many
ENSG00000256223	ENST00000426665	reg_9465	ENST00000426665.114	many2many
ENSG00000256223	ENST00000248211	reg_9465	ENST00000248211.114	many2many
ENSG00000131095	ENST00000435360	reg_3326	ENST00000435360.37	one2one
ENSG00000131095	ENST00000638281	reg_3326	ENST00000638281.37	one2one
ENSG00000131095	ENST00000588735	reg_3326	ENST00000588735.37	one2one
ENSG00000131095	ENST00000639277	reg_3326	ENST00000639277.37	one2one
ENSG00000131095	ENST00000253408	reg_3326	ENST00000253408.37	one2one
ENSG00000133742	ENST00000523022	reg_1998	ENST00000523022.19	one2one
ENSG00000133742	ENST00000523953	reg_1998	ENST00000523953.19	one2one
ENSG00000133742	ENST00000542576	reg_1998	ENST00000542576.19	one2one
ENSG00000133742	ENST00000431316	reg_1998	ENST00000431316.19	one2one
ENSG00000179163	ENST00000374479	reg_4582	ENST00000374479.9	one2one
ENSG00000052850	ENST00000652299	reg_648	ENST00000652299.10	one2one
ENSG00000139438	ENST00000358906	reg_9837	ENST00000358906.140	one2one
ENSG00000139438	ENST00000538780	reg_9837	ENST00000538780.140	one2one
ENSG00000092054	ENST00000355349	reg_3432	ENST00000355349.3	one2one
ENSG00000213214	ENST00000378115	None	None	one2zero
ENSG00000135045	ENST00000376854	reg_13136	ENST00000376854.45	one2one
ENSG00000188124	ENST00000641169	reg_15432	ENST00000641169.4729	one2one
ENSG00000188124	ENST00000641124	reg_15432	ENST00000641124.4729	one2one
ENSG00000188124	ENST00000338569	reg_15432	ENST00000338569.4729	one2one
ENSG00000185105	ENST00000409745	reg_6337	ENST00000409745.33	one2one
ENSG00000168772	ENST00000394767	reg_853	ENST00000394767.49	one2one
ENSG00000122729	ENST00000309951	reg_10285	ENST00000309951.6	one2one
ENSG00000122729	ENST00000379923	reg_10285	ENST00000379923.6	one2one
ENSG00000122729	ENST00000541043	reg_10285	ENST00000541043.6	one2one
ENSG00000184465	ENST00000448612	reg_12501	ENST00000448612.1	one2one
ENSG00000184465	ENST00000423258	reg_12501	ENST00000423258.1	one2one
ENSG00000164182	ENST00000296597	reg_13505	ENST00000296597.4	one2one
ENSG00000148248	ENST00000371989	reg_10688	ENST00000371989.218	one2one
ENSG00000148248	ENST00000613129	reg_10688	ENST00000613129.218	one2one
ENSG00000148248	ENST00000618229	reg_10688	ENST00000618229.218	one2one
ENSG00000168830	ENST00000305344	reg_16636	ENST00000305344.1	one2one
ENSG00000156875	ENST00000370152	reg_3052	ENST00000370152.47	one2one
ENSG00000102796	ENST00000444610	reg_13408	ENST00000444610.41	one2one
ENSG00000173110	ENST00000309758	None	None	one2zero
ENSG00000177595	ENST00000347755	reg_315	ENST00000347755.178	one2one
ENSG00000177595	ENST00000411829	reg_315	ENST00000411829.178	one2one
ENSG00000170873	ENST00000378017	reg_1494	ENST00000378017.18	one2one
ENSG00000170873	ENST00000325064	reg_1494	ENST00000325064.18	one2one
ENSG00000170873	ENST00000518547	reg_1494	ENST00000518547.18	one2one
ENSG00000170873	ENST00000524090	reg_1494	ENST00000524090.18	one2one
ENSG00000163110	ENST00000542407	reg_4842	ENST00000542407.7	one2one
ENSG00000163110	ENST00000503974	reg_4842	ENST00000503974.7	one2one
ENSG00000163110	ENST00000615540	reg_4842	ENST00000615540.7	one2one
ENSG00000163110	ENST00000514743	reg_4842	ENST00000514743.7	one2one
ENSG00000163110	ENST00000317968	reg_4842	ENST00000317968.7	one2one
ENSG00000145423	ENST00000274063	reg_17567	ENST00000274063.27	one2one
ENSG00000120094	ENST00000239174	reg_4222	ENST00000239174.37	one2one
ENSG00000108798	ENST00000225941	reg_7336	ENST00000225941.37	one2one
ENSG00000108798	ENST00000419580	reg_7336	ENST00000419580.37	one2one
ENSG00000171049	ENST00000598953	None	None	one2zero
ENSG00000171049	ENST00000598776	None	None	one2zero
ENSG00000171049	ENST00000340023	None	None	one2zero
ENSG00000179855	ENST00000644452	reg_1741	ENST00000644452.121	one2one
ENSG00000179855	ENST00000644946	reg_1741	ENST00000644946.121	one2one
ENSG00000213918	ENST00000246949	reg_11998	ENST00000246949.55	one2one
ENSG00000213918	ENST00000407479	reg_11998	ENST00000407479.55	one2one
ENSG00000171469	ENST00000424629	reg_1432	ENST00000424629.95	many2one
ENSG00000171469	ENST00000302851	reg_1432	ENST00000302851.95	many2one
ENSG00000130818	ENST00000253115	reg_1432	ENST00000253115.95	many2one
ENSG00000171466	ENST00000453372	reg_1432	ENST00000453372.95	many2one
ENSG00000171466	ENST00000590155	reg_1432	ENST00000590155.95	many2one
ENSG00000171466	ENST00000293648	reg_1432	ENST00000293648.95	many2one
ENSG00000197961	ENST00000320451	reg_1432	ENST00000320451.95	many2one
ENSG00000197961	ENST00000586602	reg_1432	ENST00000586602.95	many2one
ENSG00000196110	ENST00000591998	reg_1432	ENST00000591998.95	many2one
ENSG00000135631	ENST00000258098	reg_5572	ENST00000258098.25	one2one
ENSG00000135631	ENST00000486777	reg_5572	ENST00000486777.25	one2one
ENSG00000187049	ENST00000334888	reg_15516	ENST00000334888.10	one2one
ENSG00000187049	ENST00000515837	reg_15516	ENST00000515837.10	one2one
ENSG00000160570	ENST00000336034	reg_2901	ENST00000336034.38	one2one
