Region_ID	Projection_ID
reg_50	ENST00000395123.10
reg_50	ENST00000352187.10
reg_50	ENST00000533524.10
reg_50	ENST00000395124.10
reg_51	ENST00000227471.10
reg_52	ENST00000476959.49
reg_52	ENST00000209665.49
reg_52	ENST00000437033.49
reg_52	ENST00000482593.49
reg_53	ENST00000641865.10
reg_53	ENST00000309403.10
reg_54	ENST00000473265.6574
reg_54	ENST00000532297.10
reg_54	ENST00000294172.10
reg_54	ENST00000604395.5792
reg_54	ENST00000604790.5793
reg_54	ENST00000395065.8287
reg_55	ENST00000643522.10
reg_55	ENST00000395753.10
reg_55	ENST00000644868.10
reg_55	ENST00000644351.10
reg_55	ENST00000647104.10
reg_55	ENST00000642171.10
reg_55	ENST00000646080.10
reg_55	ENST00000647372.10
reg_55	ENST00000643454.10
reg_55	ENST00000278379.10
reg_55	ENST00000645194.10
reg_55	ENST00000644050.10
reg_55	ENST00000645634.10
reg_55	ENST00000646099.10
reg_55	ENST00000395750.10
reg_55	ENST00000643000.10
reg_55	ENST00000645303.10
reg_55	ENST00000644299.10
reg_55	ENST00000643305.10
reg_55	ENST00000642578.10
reg_55	ENST00000606205.10
reg_55	ENST00000644779.10
reg_56	ENST00000249066.70
reg_56	ENST00000358502.8680
reg_56	ENST00000397278.28574
reg_56	ENST00000319136.28574
reg_56	ENST00000426053.28574
reg_56	ENST00000422706.28574
reg_56	ENST00000249066.8680
reg_56	ENST00000451256.8680
reg_56	ENST00000358502.70
reg_56	ENST00000397279.28574
reg_56	ENST00000451256.70
reg_57	ENST00000285311.49
reg_57	ENST00000510463.49
reg_58	ENST00000297477.9878
reg_58	ENST00000361906.70
reg_58	ENST00000361684.70
reg_59	ENST00000358314.76
reg_59	ENST00000317560.76
reg_59	ENST00000337898.76
reg_59	ENST00000552761.76
reg_59	ENST00000613154.76
reg_59	ENST00000432191.76
reg_59	ENST00000619544.76
reg_59	ENST00000256678.76
reg_59	ENST00000549190.76
reg_59	ENST00000395580.76
reg_59	ENST00000449194.76
reg_59	ENST00000395568.76
reg_59	ENST00000610488.76
reg_60	ENST00000402229.70
reg_60	ENST00000263246.70
reg_60	ENST00000407585.70
reg_60	ENST00000403744.70
reg_60	ENST00000337959.70
reg_61	ENST00000409548.184
reg_61	ENST00000409479.184
reg_62	ENST00000674500.70
reg_62	ENST00000262738.70
reg_63	ENST00000301938.456
reg_63	ENST00000395665.456
reg_63	ENST00000395906.82
reg_63	ENST00000308799.456
reg_63	ENST00000395667.82
reg_64	ENST00000301873.10
reg_64	ENST00000322147.10
reg_65	ENST00000675416.70
reg_65	ENST00000402320.70
reg_65	ENST00000674789.70
reg_65	ENST00000354992.70
reg_65	ENST00000674668.70
reg_65	ENST00000676370.70
reg_65	ENST00000676132.70
reg_65	ENST00000676070.70
reg_65	ENST00000397394.70
reg_65	ENST00000413114.70
reg_65	ENST00000610186.70
reg_65	ENST00000675277.70
reg_65	ENST00000674999.70
reg_65	ENST00000676126.70
reg_66	ENST00000309403.8226
reg_66	ENST00000641865.8226
reg_67	ENST00000558134.535
reg_67	ENST00000268220.535
reg_67	ENST00000455959.535
reg_67	ENST00000560266.535
reg_68	ENST00000402918.70
reg_69	ENST00000332601.10
reg_69	ENST00000641196.10
reg_70	ENST00000406071.10
reg_70	ENST00000597505.10
reg_70	ENST00000452803.10
reg_71	ENST00000504642.21
reg_71	ENST00000504771.21
reg_71	ENST00000513374.21
reg_71	ENST00000274456.21
reg_71	ENST00000503646.21
reg_72	ENST00000394113.79
reg_72	ENST00000284382.79
reg_72	ENST00000538112.79
reg_73	ENST00000249066.69235
reg_73	ENST00000451256.69235
reg_73	ENST00000358502.69235
reg_74	ENST00000614967.6405
reg_74	ENST00000612115.6405
reg_75	ENST00000558017.124
reg_75	ENST00000329600.124
reg_76	ENST00000525950.10
reg_76	ENST00000439476.10
reg_76	ENST00000525528.10
reg_76	ENST00000395983.10
reg_76	ENST00000356660.10
reg_76	ENST00000438929.10
reg_76	ENST00000314915.10
reg_76	ENST00000533131.10
reg_76	ENST00000530861.10
reg_76	ENST00000395978.10
reg_76	ENST00000395986.10
reg_76	ENST00000533246.10
reg_76	ENST00000418212.10
reg_76	ENST00000532997.10
reg_76	ENST00000395981.10
reg_77	ENST00000330597.177956
reg_77	ENST00000336906.165207
reg_77	ENST00000396895.10
reg_77	ENST00000380237.10
reg_77	ENST00000292896.10
reg_78	ENST00000341735.124
reg_79	ENST00000216271.70
reg_79	ENST00000448072.70
reg_79	ENST00000349505.70
reg_80	ENST00000623922.854824
reg_80	ENST00000318244.854824
reg_81	ENST00000307632.1787
reg_81	ENST00000532411.10
reg_81	ENST00000641528.1787
reg_81	ENST00000642020.1787
reg_82	ENST00000534749.10
reg_82	ENST00000356404.10
reg_82	ENST00000436757.10
reg_83	ENST00000648336.146
reg_83	ENST00000438097.146
reg_83	ENST00000635914.146
reg_83	ENST00000630424.146
reg_83	ENST00000649550.146
reg_83	ENST00000675177.146
reg_83	ENST00000625778.146
reg_83	ENST00000638155.146
reg_83	ENST00000650110.146
reg_83	ENST00000566215.146
reg_83	ENST00000637886.146
reg_83	ENST00000638011.146
reg_83	ENST00000428984.146
reg_84	ENST00000565432.124
reg_84	ENST00000339465.124
reg_85	ENST00000379132.10
reg_85	ENST00000640975.10
reg_85	ENST00000638963.10
reg_85	ENST00000640368.10
reg_85	ENST00000379109.10
reg_85	ENST00000379129.10
reg_85	ENST00000640610.10
reg_85	ENST00000638696.10
reg_85	ENST00000379107.10
reg_85	ENST00000643871.10
reg_85	ENST00000639409.10
reg_85	ENST00000639034.10
reg_85	ENST00000606377.10
reg_85	ENST00000419022.10
reg_85	ENST00000639916.10
reg_85	ENST00000640684.10
reg_85	ENST00000638914.10
reg_85	ENST00000241001.10
reg_85	ENST00000638755.10
reg_86	ENST00000507879.49
reg_86	ENST00000057513.49
reg_86	ENST00000509841.49
reg_87	ENST00000525955.55782
reg_87	ENST00000311862.55782
reg_87	ENST00000533605.55782
reg_87	ENST00000287143.55980
reg_88	ENST00000510080.21
reg_88	ENST00000394795.21
reg_88	ENST00000265192.21
reg_89	ENST00000282611.21
reg_90	ENST00000314358.21
reg_91	ENST00000548364.145
reg_92	ENST00000397594.178
reg_92	ENST00000451590.178
reg_92	ENST00000397596.178
reg_92	ENST00000417302.178
reg_92	ENST00000311189.178
reg_93	ENST00000300146.10
reg_94	ENST00000529528.112774
reg_94	ENST00000528349.112774
reg_94	ENST00000526900.112774
reg_94	ENST00000278222.19737
reg_94	ENST00000256733.112774
reg_95	ENST00000407418.70
reg_95	ENST00000216083.70
reg_96	ENST00000316529.692432
reg_96	ENST00000641159.10
reg_97	ENST00000361243.124
reg_97	ENST00000394518.124
reg_98	ENST00000252100.21
reg_98	ENST00000394671.21
reg_99	ENST00000518825.21
reg_99	ENST00000302763.21
reg_99	ENST00000627109.21
reg_100	ENST00000645361.70
reg_100	ENST00000389970.70
reg_100	ENST00000359033.70
reg_101	ENST00000005226.10
reg_101	ENST00000527020.10
reg_101	ENST00000318024.10
reg_101	ENST00000527720.10
reg_102	ENST00000616865.10
reg_102	ENST00000301935.10
reg_102	ENST00000294119.10
reg_102	ENST00000529640.10
reg_103	ENST00000427714.814
reg_103	ENST00000331597.814
reg_104	ENST00000394833.49
reg_104	ENST00000356736.49
reg_104	ENST00000424970.49
reg_105	ENST00000302040.10
reg_105	ENST00000641361.10
reg_105	ENST00000641673.10
reg_106	ENST00000359867.70
reg_106	ENST00000396832.70
reg_106	ENST00000403904.70
reg_106	ENST00000413574.70
reg_107	ENST00000447869.10
reg_107	ENST00000396672.10
reg_107	ENST00000534493.10
reg_107	ENST00000315204.10
reg_108	ENST00000313341.49
reg_109	ENST00000435065.21
reg_109	ENST00000245407.21
reg_110	ENST00000266182.70
reg_111	ENST00000533929.10
reg_111	ENST00000529444.10
reg_111	ENST00000672073.10
reg_111	ENST00000672636.10
reg_111	ENST00000256997.10
reg_111	ENST00000527256.10
reg_112	ENST00000418476.124
reg_112	ENST00000639885.124
reg_112	ENST00000394275.124
reg_113	ENST00000227756.10
reg_114	ENST00000647841.206
reg_114	ENST00000561157.206
reg_115	ENST00000515200.21
reg_115	ENST00000511134.21
reg_115	ENST00000513040.21
reg_115	ENST00000542322.21
reg_115	ENST00000285689.21
reg_116	ENST00000265272.78
reg_116	ENST00000333010.78
reg_116	ENST00000507386.78
reg_116	ENST00000616793.78
reg_117	ENST00000508738.49
reg_117	ENST00000394522.49
reg_117	ENST00000515496.49
reg_117	ENST00000394524.49
reg_117	ENST00000511664.49
reg_117	ENST00000342666.49
reg_117	ENST00000514328.49
reg_117	ENST00000379773.49
reg_117	ENST00000505990.49
reg_117	ENST00000296402.49
reg_118	ENST00000613314.21
reg_118	ENST00000253812.21
reg_118	ENST00000622044.21
reg_118	ENST00000617094.21
reg_118	ENST00000573521.21
reg_118	ENST00000252085.21
reg_118	ENST00000520790.21
reg_118	ENST00000571252.21
reg_118	ENST00000611598.21
reg_118	ENST00000610569.21
reg_118	ENST00000622527.21
reg_118	ENST00000517417.21
reg_118	ENST00000617050.21
reg_118	ENST00000394576.21
reg_118	ENST00000308177.21
reg_118	ENST00000519479.21
reg_118	ENST00000612927.21
reg_118	ENST00000518069.21
reg_118	ENST00000517434.21
reg_118	ENST00000619750.21
reg_118	ENST00000612503.21
reg_118	ENST00000618934.21
reg_118	ENST00000612073.21
reg_118	ENST00000616887.21
reg_118	ENST00000252087.21
reg_118	ENST00000611950.21
reg_118	ENST00000518325.21
reg_118	ENST00000610583.21
reg_118	ENST00000611914.21
reg_118	ENST00000398610.21
reg_118	ENST00000378105.21
reg_118	ENST00000616430.21
reg_118	ENST00000610789.21
reg_118	ENST00000518882.21
reg_118	ENST00000306593.21
reg_118	ENST00000523390.21
reg_118	ENST00000398594.21
reg_118	ENST00000576222.21
reg_118	ENST00000522605.21
reg_118	ENST00000398587.21
reg_118	ENST00000615384.21
reg_118	ENST00000528330.21
reg_118	ENST00000398604.21
reg_119	ENST00000257248.10
reg_120	ENST00000308162.10
reg_120	ENST00000525451.10
reg_120	ENST00000531407.10
reg_120	ENST00000524553.10
reg_120	ENST00000534769.10
reg_120	ENST00000531413.10
reg_120	ENST00000527344.10
reg_121	ENST00000360468.124
reg_121	ENST00000559717.124
reg_122	ENST00000435456.70
reg_123	ENST00000641342.3593
reg_123	ENST00000357377.3914
reg_124	ENST00000619571.69
reg_124	ENST00000336604.69
reg_124	ENST00000396840.69
reg_124	ENST00000436152.69
reg_124	ENST00000615885.69
reg_124	ENST00000465801.69
reg_124	ENST00000356896.69
reg_125	ENST00000231136.21
reg_125	ENST00000622991.21
reg_126	ENST00000395787.10
reg_127	ENST00000377190.10
reg_127	ENST00000294256.10
reg_127	ENST00000307289.10
reg_127	ENST00000526060.10
reg_128	ENST00000675795.78
reg_128	ENST00000286301.78
reg_129	ENST00000536824.69
reg_129	ENST00000359674.69
reg_129	ENST00000397296.69
reg_129	ENST00000424061.69
reg_130	ENST00000398986.10
reg_130	ENST00000337908.1105
reg_130	ENST00000651255.10
reg_131	ENST00000394132.79
reg_131	ENST00000394129.79
reg_131	ENST00000558663.79
reg_131	ENST00000394135.79
reg_131	ENST00000262074.79
reg_132	ENST00000394634.49
reg_132	ENST00000394635.49
reg_132	ENST00000512148.49
reg_133	ENST00000622697.146
reg_133	ENST00000628124.146
reg_133	ENST00000636466.146
reg_133	ENST00000541819.146
reg_133	ENST00000545868.146
reg_134	ENST00000248846.70
reg_134	ENST00000439308.70
reg_135	ENST00000393596.113
reg_135	ENST00000393597.113
reg_135	ENST00000311131.113
reg_136	ENST00000251968.10
reg_136	ENST00000536719.10
reg_137	ENST00000359350.3433
reg_137	ENST00000641490.3433
reg_138	ENST00000345999.13100
reg_138	ENST00000352620.30940
reg_138	ENST00000360500.5095
reg_138	ENST00000360500.13100
reg_138	ENST00000229332.13100
reg_138	ENST00000229332.5095
reg_138	ENST00000352620.5095
reg_138	ENST00000345999.5095
reg_138	ENST00000360500.30940
reg_138	ENST00000345999.30940
reg_138	ENST00000229332.30940
reg_138	ENST00000352620.13100
reg_139	ENST00000360759.10
reg_139	ENST00000642047.10
reg_140	ENST00000343225.21
reg_140	ENST00000262461.21
reg_140	ENST00000628403.21
reg_141	ENST00000542869.916250
reg_142	ENST00000529859.21
reg_142	ENST00000289269.21
reg_142	ENST00000398631.21
reg_142	ENST00000409494.21
reg_142	ENST00000398640.21
reg_142	ENST00000530339.21
reg_142	ENST00000253807.21
reg_142	ENST00000562220.21
reg_142	ENST00000526136.21
reg_142	ENST00000532566.21
reg_142	ENST00000512229.21
reg_142	ENST00000504120.21
reg_142	ENST00000614258.21
reg_142	ENST00000531613.21
reg_142	ENST00000672575.21
reg_142	ENST00000378126.21
reg_142	ENST00000618834.21
reg_142	ENST00000378132.21
reg_142	ENST00000307360.21
reg_142	ENST00000529619.21
reg_142	ENST00000522353.21
reg_142	ENST00000356878.21
reg_142	ENST00000617769.21
reg_142	ENST00000409700.21
reg_142	ENST00000525929.21
reg_142	ENST00000613593.21
reg_142	ENST00000378122.21
reg_142	ENST00000289272.21
reg_142	ENST00000378133.21
reg_142	ENST00000520672.21
reg_142	ENST00000532602.21
reg_142	ENST00000616325.21
reg_142	ENST00000378123.21
reg_142	ENST00000529310.21
reg_142	ENST00000615316.21
reg_142	ENST00000378125.21
reg_143	ENST00000538413.113
reg_143	ENST00000541614.113
reg_143	ENST00000541899.113
reg_143	ENST00000647530.113
reg_143	ENST00000538478.113
reg_143	ENST00000307198.113
reg_143	ENST00000289488.113
reg_143	ENST00000642648.113
reg_143	ENST00000423494.113
reg_144	ENST00000316399.10
reg_144	ENST00000655819.10
reg_144	ENST00000527619.10
reg_144	ENST00000396356.10
reg_144	ENST00000528429.10
reg_144	ENST00000528252.10
reg_145	ENST00000510347.78
reg_145	ENST00000672752.78
reg_145	ENST00000672396.78
reg_145	ENST00000672785.78
reg_145	ENST00000672829.78
reg_145	ENST00000348628.78
reg_145	ENST00000398376.78
reg_145	ENST00000671881.78
reg_146	ENST00000424236.78
reg_146	ENST00000447998.78
reg_146	ENST00000446090.78
reg_147	ENST00000620535.69
reg_147	ENST00000541778.69
reg_147	ENST00000322166.69
reg_147	ENST00000399466.69
reg_147	ENST00000537442.69
reg_147	ENST00000382421.69
reg_148	ENST00000296695.78
reg_148	ENST00000510027.78
reg_149	ENST00000216218.70
reg_150	ENST00000264808.49
reg_150	ENST00000428209.49
reg_151	ENST00000512467.21
reg_151	ENST00000507359.21
reg_152	ENST00000345999.6232
reg_152	ENST00000360500.104153
reg_152	ENST00000345999.304055
reg_152	ENST00000345999.104153
reg_152	ENST00000229332.104153
reg_152	ENST00000360500.6232
reg_152	ENST00000352620.6232
reg_152	ENST00000229332.6232
reg_153	ENST00000255381.82
reg_154	ENST00000327492.70
reg_155	ENST00000530188.10
reg_155	ENST00000449692.10
reg_155	ENST00000438576.10
reg_156	ENST00000613773.21
reg_156	ENST00000515256.21
reg_156	ENST00000620555.21
reg_157	ENST00000539589.10
reg_157	ENST00000298838.10
reg_158	ENST00000395671.456
reg_158	ENST00000578237.82
reg_158	ENST00000336708.82
reg_158	ENST00000649191.82
reg_159	ENST00000313033.617
reg_159	ENST00000303059.617
reg_160	ENST00000323959.10
reg_160	ENST00000524827.10
reg_161	ENST00000297540.21
reg_162	ENST00000619920.10
reg_162	ENST00000602866.10
reg_162	ENST00000298852.10
reg_162	ENST00000530912.10
reg_163	ENST00000641900.935399
reg_163	ENST00000316650.935399
reg_163	ENST00000641423.935399
reg_163	ENST00000641938.935399
reg_163	ENST00000641279.935399
reg_164	ENST00000623922.1064419
reg_165	ENST00000527878.10
reg_165	ENST00000312006.10
reg_166	ENST00000529106.10
reg_166	ENST00000525239.10
reg_166	ENST00000278856.10
reg_166	ENST00000525752.10
reg_166	ENST00000311713.10
reg_167	ENST00000377394.10
reg_167	ENST00000377387.10
reg_167	ENST00000334944.10
reg_167	ENST00000433274.10
reg_167	ENST00000227503.10
reg_167	ENST00000377390.10
reg_168	ENST00000619160.79
reg_168	ENST00000622483.79
reg_168	ENST00000618548.79
reg_168	ENST00000611716.79
reg_169	ENST00000502810.21
reg_169	ENST00000508883.21
reg_169	ENST00000290431.21
reg_169	ENST00000508638.21
reg_170	ENST00000424878.8680
reg_170	ENST00000349314.8680
reg_171	ENST00000511970.49
reg_171	ENST00000296420.49
reg_172	ENST00000332793.1436
reg_172	ENST00000306494.10
reg_173	ENST00000216185.70
reg_173	ENST00000403313.70
reg_174	ENST00000539008.10
reg_174	ENST00000535826.10
reg_174	ENST00000542670.10
reg_174	ENST00000542836.10
reg_174	ENST00000263846.10
reg_174	ENST00000540677.10
reg_175	ENST00000250024.10
reg_175	ENST00000620009.10
reg_175	ENST00000527884.10
reg_176	ENST00000535878.10
reg_176	ENST00000430500.10
reg_176	ENST00000545207.10
reg_176	ENST00000311438.10
reg_176	ENST00000336232.10
reg_177	ENST00000377432.10
reg_177	ENST00000164139.10
reg_178	ENST00000360476.535
reg_178	ENST00000394588.535
reg_179	ENST00000376618.10
reg_179	ENST00000539743.10
reg_179	ENST00000540367.10
reg_179	ENST00000265641.10
reg_180	ENST00000444782.21
reg_180	ENST00000297164.21
reg_181	ENST00000621476.10
reg_181	ENST00000622144.10
reg_181	ENST00000619888.10
reg_181	ENST00000615849.10
reg_182	ENST00000344578.184
reg_182	ENST00000381558.184
reg_182	ENST00000381557.184
reg_182	ENST00000446240.184
reg_182	ENST00000641787.184
reg_182	ENST00000397301.184
reg_182	ENST00000381579.184
reg_182	ENST00000381563.184
reg_182	ENST00000278317.184
reg_182	ENST00000381589.184
reg_182	ENST00000641119.184
reg_182	ENST00000397304.184
reg_183	ENST00000432992.82
reg_183	ENST00000323816.82
reg_183	ENST00000579158.82
reg_183	ENST00000542249.82
reg_183	ENST00000585266.82
reg_183	ENST00000437099.82
reg_184	ENST00000397183.82
reg_184	ENST00000245503.82
reg_185	ENST00000274498.21
reg_185	ENST00000642734.21
reg_185	ENST00000645722.21
reg_186	ENST00000398492.113
reg_186	ENST00000398494.113
reg_186	ENST00000535129.113
reg_186	ENST00000227214.113
reg_186	ENST00000354190.113
reg_187	ENST00000438420.10
reg_187	ENST00000396253.10
reg_187	ENST00000349215.10
reg_188	ENST00000396197.10
reg_188	ENST00000379387.10
reg_188	ENST00000543987.10
reg_189	ENST00000526812.10
reg_190	ENST00000676019.607543
reg_191	ENST00000504211.49
reg_191	ENST00000618836.49
reg_191	ENST00000394801.49
reg_191	ENST00000349311.49
reg_191	ENST00000505207.49
reg_191	ENST00000394804.49
reg_191	ENST00000343106.49
reg_191	ENST00000321805.49
reg_191	ENST00000502404.49
reg_191	ENST00000507845.49
reg_191	ENST00000338145.49
reg_191	ENST00000350435.49
reg_191	ENST00000357194.49
reg_191	ENST00000394803.49
reg_191	ENST00000453744.49
reg_192	ENST00000357377.1556
reg_193	ENST00000301488.10
reg_193	ENST00000531506.10
reg_193	ENST00000261692.935824
reg_193	ENST00000544658.935824
reg_194	ENST00000357519.10
reg_194	ENST00000338369.10
reg_194	ENST00000533045.10
reg_195	ENST00000354024.10
reg_195	ENST00000377494.10
reg_195	ENST00000394432.10
reg_195	ENST00000377497.10
reg_196	ENST00000305031.21
reg_197	ENST00000585708.69
reg_197	ENST00000382722.69
reg_197	ENST00000587995.69
reg_197	ENST00000588077.69
reg_197	ENST00000586184.69
reg_198	ENST00000544554.10
reg_198	ENST00000357440.10
reg_198	ENST00000546034.10
reg_199	ENST00000504432.49
reg_199	ENST00000505992.49
reg_199	ENST00000280892.49
reg_199	ENST00000450253.49
reg_200	ENST00000377888.78
reg_200	ENST00000521735.78
reg_200	ENST00000631296.78
reg_200	ENST00000520514.78
reg_200	ENST00000517929.78
reg_200	ENST00000362016.78
reg_200	ENST00000360693.78
reg_200	ENST00000521530.78
reg_201	ENST00000356244.70
reg_201	ENST00000405486.70
reg_201	ENST00000455915.70
reg_202	ENST00000584969.5717
reg_202	ENST00000393893.10
reg_202	ENST00000388767.5717
reg_202	ENST00000341356.10
reg_202	ENST00000345068.5717
reg_202	ENST00000580212.5717
reg_203	ENST00000307388.10
reg_203	ENST00000642125.10
reg_204	ENST00000534127.10
reg_204	ENST00000526757.10
reg_204	ENST00000530438.10
reg_204	ENST00000526099.10
reg_204	ENST00000530991.10
reg_204	ENST00000313726.10
reg_205	ENST00000361740.70
reg_205	ENST00000402438.70
reg_205	ENST00000407623.70
reg_205	ENST00000407332.70
reg_205	ENST00000352397.70
reg_206	ENST00000282091.10
reg_206	ENST00000529816.10
reg_207	ENST00000360880.70
reg_207	ENST00000396884.70
reg_208	ENST00000641342.898
reg_208	ENST00000641865.3593
reg_208	ENST00000309403.3593
reg_208	ENST00000302581.898
reg_209	ENST00000651036.10
reg_209	ENST00000393958.10
reg_209	ENST00000393955.10
reg_209	ENST00000393960.10
reg_209	ENST00000652125.10
reg_209	ENST00000651854.10
reg_209	ENST00000529047.10
reg_210	ENST00000274487.21
reg_211	ENST00000650848.69
reg_211	ENST00000356134.69
reg_211	ENST00000546188.69
reg_211	ENST00000327087.69
reg_212	ENST00000615198.206
reg_212	ENST00000617522.206
reg_212	ENST00000618449.206
reg_212	ENST00000620182.206
