Region_ID	Projection_ID
reg_16	ENST00000585575.61
reg_16	ENST00000360105.61
reg_17	ENST00000303212.61
reg_18	ENST00000342435.3
reg_18	ENST00000487389.3
reg_18	ENST00000610787.1363
reg_18	ENST00000613069.1363
reg_18	ENST00000497985.1363
reg_18	ENST00000336685.1363
reg_19	ENST00000524230.111
reg_19	ENST00000523403.111
reg_20	ENST00000326047.19
reg_21	ENST00000592268.61
reg_21	ENST00000586534.61
reg_21	ENST00000316856.61
reg_22	ENST00000436784.19
reg_23	ENST00000647194.44
reg_23	ENST00000643396.44
reg_23	ENST00000646702.44
reg_23	ENST00000646570.44
reg_23	ENST00000642735.44
reg_23	ENST00000642201.44
reg_23	ENST00000642767.44
reg_23	ENST00000287766.44
reg_23	ENST00000646924.44
reg_23	ENST00000642639.44
reg_23	ENST00000645974.44
reg_23	ENST00000646022.44
reg_23	ENST00000642820.44
reg_23	ENST00000645592.44
reg_23	ENST00000642515.44
reg_23	ENST00000643498.44
reg_23	ENST00000646060.44
reg_23	ENST00000644803.44
reg_23	ENST00000645054.44
reg_23	ENST00000645029.44
reg_24	ENST00000586600.61
reg_24	ENST00000221554.61
reg_25	ENST00000245812.61
reg_26	ENST00000252456.61
reg_26	ENST00000535659.61
reg_26	ENST00000592923.61
reg_27	ENST00000265239.3
reg_27	ENST00000455191.3
reg_28	ENST00000437051.34
reg_28	ENST00000417364.34
reg_28	ENST00000421451.34
reg_28	ENST00000442720.34
reg_28	ENST00000452020.34
reg_28	ENST00000263753.34
reg_28	ENST00000443724.34
reg_28	ENST00000412997.34
reg_28	ENST00000306698.34
reg_29	ENST00000233596.61
reg_29	ENST00000395479.61
reg_30	ENST00000316549.3
reg_31	ENST00000601345.1346
reg_31	ENST00000392965.1346
reg_31	ENST00000596991.1346
reg_31	ENST00000242786.61
reg_31	ENST00000315576.1346
reg_31	ENST00000594294.1346
reg_31	ENST00000358600.61
reg_31	ENST00000594076.1346
reg_31	ENST00000595839.1346
reg_31	ENST00000357355.61
reg_32	ENST00000340369.34
reg_32	ENST00000396251.34
reg_33	ENST00000256496.44
reg_33	ENST00000419534.44
reg_34	ENST00000588230.61
reg_34	ENST00000320936.61
reg_34	ENST00000589710.61
reg_34	ENST00000586773.61
reg_34	ENST00000587896.61
reg_34	ENST00000588030.61
reg_34	ENST00000586472.61
reg_34	ENST00000587323.61
reg_34	ENST00000628979.61
reg_34	ENST00000413636.61
reg_34	ENST00000585630.61
reg_34	ENST00000591935.61
reg_34	ENST00000589235.61
reg_34	ENST00000588090.61
reg_35	ENST00000292433.61
reg_35	ENST00000588173.61
reg_35	ENST00000587885.61
reg_36	ENST00000409293.61
reg_37	ENST00000483209.3
reg_37	ENST00000393765.3
reg_37	ENST00000467604.3
reg_37	ENST00000359213.3
reg_38	ENST00000467632.3
reg_38	ENST00000460779.3
reg_38	ENST00000383673.3
reg_38	ENST00000295881.3
reg_39	ENST00000649015.44
reg_39	ENST00000650294.44
reg_39	ENST00000302640.44
reg_39	ENST00000443694.44
reg_39	ENST00000357086.44
reg_39	ENST00000456211.44
reg_39	ENST00000354582.44
reg_39	ENST00000648309.44
reg_39	ENST00000648266.44
reg_40	ENST00000541714.61
reg_40	ENST00000587686.61
reg_40	ENST00000539908.61
reg_40	ENST00000589378.61
reg_41	ENST00000643108.34
reg_41	ENST00000643924.34
reg_41	ENST00000449082.34
reg_41	ENST00000655275.34
reg_41	ENST00000644826.34
reg_42	ENST00000280700.34
reg_42	ENST00000396649.34
reg_42	ENST00000676225.34
reg_42	ENST00000428257.34
reg_42	ENST00000417874.34
reg_43	ENST00000549706.61
reg_43	ENST00000042931.61
reg_43	ENST00000553030.61
reg_44	ENST00000396914.101
reg_44	ENST00000295767.101
reg_45	ENST00000592685.61
reg_45	ENST00000293683.61
reg_45	ENST00000380702.61
reg_45	ENST00000440014.61
reg_46	ENST00000269932.61
reg_46	ENST00000392335.61
reg_46	ENST00000535612.61
reg_46	ENST00000392336.61
reg_46	ENST00000546344.61
reg_47	ENST00000254488.44
reg_48	ENST00000602142.61
reg_48	ENST00000539284.61
reg_48	ENST00000596764.61
reg_48	ENST00000304076.61
reg_48	ENST00000599806.61
reg_49	ENST00000251654.19
reg_49	ENST00000466072.19
reg_49	ENST00000468777.19
reg_49	ENST00000490504.19
reg_49	ENST00000483687.19
reg_49	ENST00000471595.19
reg_49	ENST00000469217.19
reg_49	ENST00000462637.19
reg_50	ENST00000599124.61
reg_50	ENST00000600871.61
reg_50	ENST00000332386.61
reg_50	ENST00000599164.61
reg_50	ENST00000449408.61
reg_50	ENST00000335393.61
reg_50	ENST00000595684.61
reg_50	ENST00000601861.61
reg_51	ENST00000647395.3
reg_51	ENST00000445696.3
reg_51	ENST00000650229.3
reg_51	ENST00000645603.3
reg_51	ENST00000421442.3
reg_51	ENST00000649095.3
reg_52	ENST00000571995.207401
reg_53	ENST00000157600.44
reg_53	ENST00000454244.44
reg_54	ENST00000400888.19
reg_54	ENST00000292301.19
reg_54	ENST00000445132.19
reg_55	ENST00000292123.61
reg_55	ENST00000454510.61
reg_55	ENST00000592224.61
reg_55	ENST00000588852.61
reg_56	ENST00000539243.61
reg_56	ENST00000590214.61
reg_56	ENST00000543365.61
reg_56	ENST00000313093.61
reg_56	ENST00000586866.61
reg_57	ENST00000232014.3
reg_57	ENST00000406870.3
reg_57	ENST00000621333.3
reg_57	ENST00000450123.3
reg_58	ENST00000290399.33
reg_59	ENST00000398234.33
reg_59	ENST00000398229.33
reg_59	ENST00000349112.33
reg_59	ENST00000380328.33
reg_59	ENST00000398227.33
reg_59	ENST00000335440.33
reg_59	ENST00000328862.33
reg_59	ENST00000335512.33
reg_59	ENST00000398232.33
reg_59	ENST00000398224.33
reg_59	ENST00000291539.33
reg_59	ENST00000398236.33
reg_59	ENST00000398225.33
reg_60	ENST00000334661.34
reg_60	ENST00000463876.34
reg_61	ENST00000484399.3
reg_61	ENST00000473123.3
reg_61	ENST00000383075.3
reg_61	ENST00000525172.3
reg_61	ENST00000425731.3
reg_62	ENST00000251473.61
reg_62	ENST00000591608.61
reg_63	ENST00000491704.19
reg_63	ENST00000461822.19
reg_63	ENST00000538260.19
reg_63	ENST00000485396.19
reg_63	ENST00000481646.19
reg_63	ENST00000469044.19
reg_64	ENST00000405772.3
reg_64	ENST00000394030.3
reg_65	ENST00000261038.79
reg_66	ENST00000261047.3
reg_66	ENST00000393963.3
reg_67	ENST00000349496.44
reg_67	ENST00000644678.44
reg_67	ENST00000645982.44
reg_67	ENST00000646725.44
reg_67	ENST00000642992.44
reg_67	ENST00000645276.44
reg_67	ENST00000431914.44
reg_67	ENST00000644524.44
reg_67	ENST00000405570.44
reg_67	ENST00000645493.44
reg_67	ENST00000643977.44
reg_67	ENST00000642315.44
reg_67	ENST00000396185.44
reg_67	ENST00000643031.44
reg_67	ENST00000643541.44
reg_67	ENST00000642986.44
reg_67	ENST00000646381.44
reg_67	ENST00000433400.44
reg_67	ENST00000646116.44
reg_67	ENST00000642248.44
reg_67	ENST00000642836.44
reg_67	ENST00000645210.44
reg_67	ENST00000645900.44
reg_67	ENST00000396183.44
reg_67	ENST00000644873.44
reg_67	ENST00000646369.44
reg_67	ENST00000643297.44
reg_67	ENST00000450969.44
reg_67	ENST00000647264.44
reg_67	ENST00000642886.44
reg_67	ENST00000646174.44
reg_67	ENST00000453024.44
reg_67	ENST00000645320.44
reg_67	ENST00000441708.44
reg_67	ENST00000644138.44
reg_67	ENST00000647390.44
reg_67	ENST00000642426.44
reg_67	ENST00000643992.44
reg_67	ENST00000644867.44
reg_68	ENST00000617549.3
reg_68	ENST00000448932.3
reg_68	ENST00000488794.3
reg_68	ENST00000398214.3
reg_69	ENST00000436027.61
reg_69	ENST00000514277.61
reg_70	ENST00000292672.61
reg_70	ENST00000541430.61
reg_71	ENST00000640551.19
reg_71	ENST00000637691.47222
reg_71	ENST00000637493.47222
reg_71	ENST00000444264.19
reg_72	ENST00000591660.61
reg_72	ENST00000395633.61
reg_72	ENST00000215375.61
reg_73	ENST00000513612.19
reg_73	ENST00000354446.19
reg_73	ENST00000337090.19
reg_73	ENST00000620544.19
reg_73	ENST00000675561.19
reg_73	ENST00000606977.19
reg_73	ENST00000332047.19
reg_73	ENST00000383229.19
reg_74	ENST00000443029.34
reg_74	ENST00000383789.34
reg_74	ENST00000450816.34
reg_74	ENST00000383790.34
reg_75	ENST00000594072.61
reg_75	ENST00000404085.61
reg_75	ENST00000652132.61
reg_75	ENST00000394458.61
reg_76	ENST00000613206.101
reg_76	ENST00000273221.101
reg_76	ENST00000618604.101
reg_76	ENST00000648114.101
reg_76	ENST00000646269.101
reg_77	ENST00000544059.61
reg_77	ENST00000324096.61
reg_78	ENST00000429845.34
reg_79	ENST00000619537.728
reg_79	ENST00000291554.33
reg_79	ENST00000398133.33
reg_80	ENST00000539901.19
reg_80	ENST00000515359.19
reg_80	ENST00000308775.19
reg_80	ENST00000673708.19
reg_80	ENST00000545947.19
reg_80	ENST00000541308.19
reg_80	ENST00000538711.19
reg_81	ENST00000449590.19
reg_81	ENST00000418619.19
reg_81	ENST00000430002.19
reg_81	ENST00000313049.19
reg_82	ENST00000645139.34
reg_82	ENST00000356447.34
reg_82	ENST00000646209.34
reg_82	ENST00000644321.34
reg_82	ENST00000642307.34
reg_82	ENST00000643772.34
reg_82	ENST00000646432.34
reg_82	ENST00000396671.34
reg_82	ENST00000280696.34
reg_82	ENST00000416420.34
reg_83	ENST00000495075.19
reg_83	ENST00000478464.19
reg_83	ENST00000310776.19
reg_83	ENST00000465056.19
reg_84	ENST00000651735.44
reg_84	ENST00000397012.44
reg_84	ENST00000309576.44
reg_84	ENST00000643888.44
reg_84	ENST00000397015.44
reg_84	ENST00000287820.44
reg_84	ENST00000397026.44
reg_84	ENST00000643197.44
reg_84	ENST00000651826.44
reg_84	ENST00000650761.44
reg_84	ENST00000397010.44
reg_84	ENST00000644622.44
reg_85	ENST00000652273.61
reg_85	ENST00000415183.61
reg_85	ENST00000627377.61
reg_85	ENST00000591806.61
reg_86	ENST00000398598.33
reg_86	ENST00000288383.33
reg_86	ENST00000455164.33
reg_86	ENST00000398600.33
reg_87	ENST00000592522.61
reg_87	ENST00000336761.61
reg_87	ENST00000587079.61
reg_87	ENST00000233078.61
reg_88	ENST00000270502.61
reg_89	ENST00000471714.3
reg_89	ENST00000284322.3
reg_89	ENST00000486770.3
reg_89	ENST00000495063.3
reg_90	ENST00000586919.61
reg_90	ENST00000341919.61
reg_90	ENST00000641145.61
reg_90	ENST00000590282.61
reg_90	ENST00000443272.61
reg_90	ENST00000395111.61
reg_90	ENST00000589123.61
reg_91	ENST00000325123.44
reg_91	ENST00000543411.44
reg_91	ENST00000433647.44
reg_92	ENST00000463280.19
reg_92	ENST00000484288.19
reg_92	ENST00000302779.19
reg_92	ENST00000479241.19
reg_92	ENST00000383715.19
reg_92	ENST00000356151.19
reg_92	ENST00000383716.19
reg_93	ENST00000604499.61
reg_93	ENST00000269919.61
reg_94	ENST00000431519.19
reg_94	ENST00000508481.19
reg_94	ENST00000264993.19
reg_95	ENST00000552788.61
reg_95	ENST00000379808.61
reg_95	ENST00000524140.61
reg_95	ENST00000673803.61
reg_95	ENST00000549814.61
reg_96	ENST00000341319.3
reg_97	ENST00000403601.44
reg_97	ENST00000295981.44
reg_97	ENST00000416074.44
reg_97	ENST00000455057.44
reg_97	ENST00000383812.44
reg_97	ENST00000413608.44
reg_98	ENST00000253699.101
reg_98	ENST00000476527.101
reg_99	ENST00000295956.19
reg_99	ENST00000493452.19
reg_99	ENST00000490882.19
reg_99	ENST00000429972.19
reg_99	ENST00000358537.19
reg_100	ENST00000394672.19
reg_100	ENST00000326595.19
reg_101	ENST00000292574.61
reg_102	ENST00000644452.61
reg_102	ENST00000644946.61
reg_103	ENST00000586895.61
reg_103	ENST00000590068.61
reg_103	ENST00000358666.61
reg_104	ENST00000333337.33
reg_104	ENST00000382357.33
reg_105	ENST00000598780.61
reg_105	ENST00000599595.61
reg_105	ENST00000596304.61
reg_105	ENST00000596273.61
reg_105	ENST00000442744.61
reg_105	ENST00000430157.61
reg_105	ENST00000595158.61
reg_105	ENST00000595683.61
reg_105	ENST00000597451.61
reg_105	ENST00000599551.61
reg_106	ENST00000488423.34
reg_107	ENST00000241256.3
reg_108	ENST00000354171.61
reg_108	ENST00000622390.61
reg_108	ENST00000589115.61
reg_108	ENST00000611653.61
reg_108	ENST00000588919.61
reg_108	ENST00000616066.61
reg_109	ENST00000360731.33
reg_109	ENST00000349499.33
reg_110	ENST00000396048.19
reg_110	ENST00000620116.19
reg_111	ENST00000397881.61
reg_111	ENST00000253110.61
reg_111	ENST00000591813.61
reg_112	ENST00000440156.34
reg_112	ENST00000295736.34
reg_112	ENST00000425128.34
reg_112	ENST00000455077.34
reg_112	ENST00000428386.34
reg_112	ENST00000454389.34
reg_112	ENST00000437179.34
reg_112	ENST00000445684.34
reg_112	ENST00000446700.34
reg_113	ENST00000400880.19
reg_113	ENST00000357392.19
reg_113	ENST00000400882.19
reg_113	ENST00000399036.19
reg_114	ENST00000250241.61
reg_114	ENST00000592763.61
reg_114	ENST00000407004.61
reg_114	ENST00000588657.61
reg_114	ENST00000590261.61
reg_114	ENST00000589998.61
reg_114	ENST00000449870.61
reg_115	ENST00000330915.125
reg_115	ENST00000593649.125
reg_116	ENST00000280591.44
reg_116	ENST00000251607.44
reg_117	ENST00000445772.19
reg_117	ENST00000292303.19
reg_118	ENST00000585846.1187
reg_118	ENST00000324632.61
reg_118	ENST00000248041.1136
reg_118	ENST00000620614.1136
reg_118	ENST00000591058.1187
reg_118	ENST00000550308.61
reg_118	ENST00000221700.497
reg_118	ENST00000326742.1136
reg_118	ENST00000612078.2829
reg_118	ENST00000586182.1187
reg_118	ENST00000221307.1187
reg_118	ENST00000402119.1136
reg_118	ENST00000011989.497
reg_119	ENST00000284894.33
reg_119	ENST00000400546.33
reg_120	ENST00000307422.61
reg_120	ENST00000253099.61
reg_120	ENST00000393733.61
reg_120	ENST00000590669.61
reg_121	ENST00000341852.3
reg_121	ENST00000357327.3
reg_121	ENST00000488470.3
reg_121	ENST00000436636.3
reg_121	ENST00000470834.3
reg_121	ENST00000284483.3
reg_121	ENST00000475336.3
reg_121	ENST00000460047.3
reg_122	ENST00000621039.101
reg_122	ENST00000619221.101
reg_122	ENST00000637182.101
reg_123	ENST00000667863.78027
reg_123	ENST00000647442.78027
reg_123	ENST00000398780.78027
reg_123	ENST00000446461.52908
reg_123	ENST00000310914.9132
reg_124	ENST00000222250.61
reg_124	ENST00000379656.61
reg_125	ENST00000428312.19
reg_125	ENST00000449503.19
reg_125	ENST00000671191.19
reg_125	ENST00000659705.19
reg_125	ENST00000295951.19
reg_125	ENST00000295952.19
reg_126	ENST00000589606.61
reg_126	ENST00000318003.61
reg_127	ENST00000221480.125
reg_128	ENST00000383832.44
reg_128	ENST00000383831.44
reg_128	ENST00000613455.44
reg_129	ENST00000427803.33
reg_129	ENST00000348499.33
reg_129	ENST00000291577.33
reg_129	ENST00000620528.447
reg_129	ENST00000624120.447
reg_130	ENST00000397820.61
reg_130	ENST00000592854.61
reg_131	ENST00000328560.19
reg_131	ENST00000508532.19
reg_131	ENST00000428331.19
reg_131	ENST00000507488.19
reg_131	ENST00000422190.19
reg_131	ENST00000505330.19
reg_131	ENST00000510168.19
reg_131	ENST00000504381.19
reg_131	ENST00000359644.19
reg_131	ENST00000513801.19
reg_131	ENST00000504948.19
reg_131	ENST00000533801.19
reg_132	ENST00000265593.3
reg_132	ENST00000434054.3
reg_132	ENST00000344937.3
reg_132	ENST00000457512.3
reg_133	ENST00000241274.3
reg_133	ENST00000475390.3
reg_134	ENST00000536716.61
reg_134	ENST00000327473.61
reg_135	ENST00000360385.61
reg_135	ENST00000247956.61
reg_136	ENST00000264246.3
reg_136	ENST00000383669.3
reg_136	ENST00000478182.3
reg_137	ENST00000285679.33
reg_137	ENST00000400183.33
reg_137	ENST00000285681.33
reg_138	ENST00000221847.61
reg_139	ENST00000420808.19
reg_139	ENST00000488380.19
reg_139	ENST00000345716.19
reg_139	ENST00000479054.19
reg_140	ENST00000265052.111
reg_140	ENST00000453507.111
reg_140	ENST00000398104.111
reg_140	ENST00000434178.111
reg_140	ENST00000398101.111
reg_140	ENST00000648300.111
reg_141	ENST00000637424.19
reg_141	ENST00000422281.19
reg_141	ENST00000636570.19
reg_141	ENST00000288139.19
reg_141	ENST00000350061.19
reg_142	ENST00000296059.3
reg_142	ENST00000470080.3
reg_143	ENST00000252603.61
reg_144	ENST00000675901.3
reg_144	ENST00000232564.3
reg_144	ENST00000676128.3
reg_144	ENST00000674862.3
reg_144	ENST00000468623.3
reg_144	ENST00000674713.3
reg_144	ENST00000674927.3
reg_145	ENST00000455059.3
reg_145	ENST00000397676.3
reg_145	ENST00000445626.3
reg_146	ENST00000544357.14835
reg_146	ENST00000614894.14835
reg_146	ENST00000452123.14834
reg_146	ENST00000465482.111
reg_146	ENST00000434815.10617
reg_146	ENST00000377931.15264
reg_146	ENST00000377930.14814
reg_147	ENST00000666778.33
reg_147	ENST00000360938.33
reg_147	ENST00000667466.33
reg_147	ENST00000662305.33
reg_147	ENST00000360214.33
reg_147	ENST00000653642.33
reg_148	ENST00000250572.61
reg_148	ENST00000450315.61
reg_148	ENST00000312053.61
reg_148	ENST00000381404.61
reg_148	ENST00000381407.61
reg_149	ENST00000358065.44
reg_150	ENST00000568865.61
reg_150	ENST00000263097.61
reg_150	ENST00000565096.61
reg_150	ENST00000348419.61
reg_150	ENST00000562958.61
reg_151	ENST00000305899.11727
reg_152	ENST00000270112.33
reg_153	ENST00000521353.51001
reg_153	ENST00000339296.44
reg_153	ENST00000314686.51001
reg_153	ENST00000403205.44
reg_153	ENST00000522736.51001
reg_153	ENST00000429348.51001
reg_153	ENST00000447116.51001
reg_154	ENST00000312295.15321
reg_154	ENST00000358241.3
reg_155	ENST00000334151.10697
reg_156	ENST00000382164.3
reg_156	ENST00000265022.3
reg_156	ENST00000344484.3
reg_157	ENST00000011691.44
reg_157	ENST00000447630.44
reg_158	ENST00000498619.79
reg_158	ENST00000638421.79
reg_158	ENST00000490131.79
reg_158	ENST00000639785.79
reg_159	ENST00000315357.532
reg_159	ENST00000399444.34
reg_159	ENST00000250863.34
reg_159	ENST00000382306.539
reg_159	ENST00000405239.3982
reg_159	ENST00000382294.539
reg_159	ENST00000382449.539
reg_159	ENST00000382424.539
reg_159	ENST00000382431.539
reg_159	ENST00000446723.532
reg_159	ENST00000382433.539
reg_159	ENST00000400493.539
reg_159	ENST00000449947.539
reg_159	ENST00000382365.532
reg_160	ENST00000252595.61
reg_161	ENST00000618865.19
reg_161	ENST00000433753.19
reg_161	ENST00000616701.19
reg_161	ENST00000611067.19
reg_162	ENST00000451445.34
reg_162	ENST00000457447.34
reg_162	ENST00000456194.34
reg_162	ENST00000321169.34
reg_163	ENST00000473285.3
reg_163	ENST00000652143.3
reg_163	ENST00000651147.3
reg_163	ENST00000651305.3
reg_163	ENST00000652377.3
reg_163	ENST00000652059.3
reg_163	ENST00000488170.3
reg_163	ENST00000651791.3
reg_163	ENST00000652032.3
reg_163	ENST00000651380.3
reg_163	ENST00000651972.3
reg_163	ENST00000651178.3
reg_163	ENST00000320474.3
reg_163	ENST00000651379.3
reg_163	ENST00000650695.3
reg_163	ENST00000651292.3
reg_163	ENST00000651686.3
reg_163	ENST00000651254.3
reg_163	ENST00000651509.3
reg_163	ENST00000652730.3
reg_163	ENST00000651689.3
reg_163	ENST00000651953.3
reg_163	ENST00000392781.3
reg_163	ENST00000652669.3
reg_163	ENST00000650733.3
reg_163	ENST00000652111.3
reg_163	ENST00000392779.3
reg_163	ENST00000651916.3
reg_163	ENST00000651117.3
reg_164	ENST00000409416.33
reg_164	ENST00000310645.33
reg_164	ENST00000300527.33
reg_164	ENST00000397763.33
reg_165	ENST00000309180.3
reg_165	ENST00000617554.3
reg_166	ENST00000462705.3
reg_166	ENST00000676079.3
reg_166	ENST00000471418.3
reg_166	ENST00000675478.3
reg_166	ENST00000481632.3
reg_166	ENST00000393785.3
reg_166	ENST00000357258.3
reg_166	ENST00000464560.3
reg_166	ENST00000474710.3
reg_167	ENST00000382348.33
reg_168	ENST00000360315.61
reg_168	ENST00000358713.61
reg_168	ENST00000404158.61
reg_169	ENST00000446859.3
reg_169	ENST00000522830.3
reg_169	ENST00000522526.3
reg_170	ENST00000296452.19
reg_171	ENST00000193391.3
reg_172	ENST00000495273.3
reg_172	ENST00000467549.3
reg_172	ENST00000618846.3
reg_172	ENST00000464233.3
reg_172	ENST00000618833.3
reg_172	ENST00000436010.3
reg_173	ENST00000594658.61
reg_173	ENST00000321949.61
reg_173	ENST00000338797.61
reg_174	ENST00000489090.3
reg_175	ENST00000394185.3
reg_175	ENST00000394181.3
reg_175	ENST00000507874.3
reg_175	ENST00000394180.3
reg_175	ENST00000503004.3
reg_175	ENST00000510545.3
reg_175	ENST00000513287.3
reg_175	ENST00000341181.3
reg_176	ENST00000304552.19
reg_176	ENST00000438735.19
reg_176	ENST00000457814.19
reg_176	ENST00000458629.19
reg_177	ENST00000589852.61
reg_177	ENST00000263384.61
reg_177	ENST00000588367.61
reg_178	ENST00000266027.19
reg_178	ENST00000422163.19
reg_178	ENST00000440628.19
reg_178	ENST00000451956.19
reg_178	ENST00000313601.19
reg_179	ENST00000078429.61
reg_180	ENST00000484457.44
reg_180	ENST00000538892.44
reg_181	ENST00000452990.61
reg_181	ENST00000588776.61
reg_182	ENST00000383763.44
reg_183	ENST00000400314.33
reg_183	ENST00000400308.33
reg_183	ENST00000400310.33
reg_183	ENST00000400309.33
reg_183	ENST00000449640.33
reg_183	ENST00000400304.33
reg_184	ENST00000652508.33
reg_184	ENST00000359568.33
reg_185	ENST00000308243.61
reg_185	ENST00000598494.61
reg_185	ENST00000600229.61
reg_185	ENST00000356762.61
reg_186	ENST00000440367.44
reg_186	ENST00000328199.44
reg_187	ENST00000422265.44
reg_187	ENST00000442925.44
reg_188	ENST00000295743.34
reg_188	ENST00000449599.34
reg_189	ENST00000256497.44
reg_190	ENST00000407969.44
reg_190	ENST00000402198.44
reg_190	ENST00000406341.44
reg_191	ENST00000436261.3770
reg_191	ENST00000273320.114
reg_191	ENST00000426540.114
reg_192	ENST00000348610.3
reg_192	ENST00000394095.3
reg_192	ENST00000314261.3
reg_192	ENST00000394094.3
reg_192	ENST00000394091.3
reg_193	ENST00000308982.189
reg_194	ENST00000325602.3
reg_195	ENST00000300481.33
reg_195	ENST00000300482.33
reg_195	ENST00000397932.33
reg_195	ENST00000397928.33
reg_196	ENST00000320211.19
reg_196	ENST00000357105.19
reg_196	ENST00000346691.19
reg_196	ENST00000412052.19
reg_197	ENST00000307741.61
reg_197	ENST00000586677.61
reg_198	ENST00000586682.61
reg_198	ENST00000300935.61
reg_199	ENST00000482567.3
reg_199	ENST00000443512.3
reg_199	ENST00000492200.3
reg_200	ENST00000672858.19
reg_200	ENST00000389061.19
reg_200	ENST00000418611.19
reg_200	ENST00000672477.19
reg_201	ENST00000417226.189
reg_201	ENST00000502878.189
reg_201	ENST00000389735.189
reg_201	ENST00000383463.189
reg_202	ENST00000291439.61
reg_202	ENST00000429941.61
reg_202	ENST00000444449.61
reg_202	ENST00000590756.61
reg_203	ENST00000346664.125
reg_203	ENST00000597921.125
reg_203	ENST00000360067.125
reg_204	ENST00000647504.33
reg_204	ENST00000647425.33
reg_204	ENST00000644942.33
reg_204	ENST00000647188.33
reg_204	ENST00000643624.33
reg_204	ENST00000646548.33
reg_204	ENST00000398960.33
reg_205	ENST00000311101.3
reg_205	ENST00000317096.3
reg_206	ENST00000586426.61
reg_206	ENST00000307635.61
reg_207	ENST00000078445.61
reg_207	ENST00000602257.61
reg_207	ENST00000595923.61
reg_208	ENST00000316428.3
reg_208	ENST00000523069.3
reg_208	ENST00000264676.3
reg_209	ENST00000400532.33
reg_209	ENST00000312957.33
reg_209	ENST00000480456.33
reg_210	ENST00000395095.61
reg_210	ENST00000652521.61
reg_210	ENST00000441788.61
reg_210	ENST00000313639.61
reg_211	ENST00000359435.61
reg_211	ENST00000595632.61
reg_211	ENST00000598188.61
reg_211	ENST00000601043.61
reg_211	ENST00000447614.61
reg_212	ENST00000397461.44
reg_212	ENST00000427331.44
reg_212	ENST00000418658.44
reg_213	ENST00000402314.3
reg_213	ENST00000283290.3
reg_214	ENST00000446256.19
reg_214	ENST00000619982.19
reg_214	ENST00000348968.19
reg_214	ENST00000445061.19
reg_214	ENST00000457607.19
reg_215	ENST00000397491.44
reg_215	ENST00000256509.44
reg_215	ENST00000620033.44
reg_216	ENST00000613986.61
reg_216	ENST00000616645.61
reg_217	ENST00000308611.3
reg_217	ENST00000471858.3
reg_217	ENST00000398214.25675
reg_217	ENST00000488794.25675
reg_217	ENST00000448932.25675
reg_217	ENST00000617549.25675
reg_218	ENST00000465259.3
